Target Name,Target No.,preprocessed,Focus Text,Shortest Match Name,Shortest Match No.,Non-NASDAQ OTC Match Name,Non-NASDAQ OTC Match No.,Matched Name 1,Matched No. 1,Matched Score 1,Matched Name 2,Matched No. 2,Matched Score 2,Matched Name 3,Matched No. 3,Matched Score 3,Matched Name 4,Matched No. 4,Matched Score 4,Matched Name 5,Matched No. 5,Matched Score 5,Matched Name 6,Matched No. 6,Matched Score 6,Matched Name 7,Matched No. 7,Matched Score 7,Matched Name 8,Matched No. 8,Matched Score 8,Matched Name 9,Matched No. 9,Matched Score 9,Matched Name 10,Matched No. 10,Matched Score 10
BBVA Autos 1 Fondo de Titulizacion de Activos,8031,bbva autos 1 fondo de titulizacion de activos,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA - BMV Mexico Enlace RT Trac,173011,99.45,BBVA Dow Jones STOXX Euro 50,162421,99.44,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Solidez BP XVI,15130,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA - BMV Mexico Construye RT Trac,173010,99.41,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.41
BBVA Autos 2 Fondo de Titulizacion de Activos,8053,bbva autos 2 fondo de titulizacion de activos,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA - BMV Mexico Enlace RT Trac,173011,99.45,BBVA Dow Jones STOXX Euro 50,162421,99.44,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Solidez BP XVI,15130,99.41,BBVA Accion IBEX 35 ETF,162419,99.41,BBVA - BMV Mexico Construye RT Trac,173010,99.41,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.41
BBVA Banco de Financiacion SA,8093,bbva de financiacion,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA Banco Frances,80425,99.56,BBVA Certificate (Frankfurt),165185,99.56,BBVA Banco Frances (Madrid),268344,99.56,BBVA Certificate (XETRA),317007,99.56,BBVA Bancomer,24637,99.55,BBVA - BMV Fibras Trac,171649,99.54,BBVA Accion IBEX 35 ETF,162419,99.51,BBVA Capital Funding,15129,99.5,BBVA Banco Frances 'B' (Non-NASDAQ OTC),234601,99.5,BBVA Banco Frances 'B' (Stuttgart),268345,99.5
"BBVA Consumo 1, Fondo de Titulizacion de Activ",8059,bbva consumo 1 fondo de titulizacion de activ,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA - BMV Mexico Enlace RT Trac,173011,99.45,BBVA Dow Jones STOXX Euro 50,162421,99.44,BBVA Certificate (Frankfurt),165185,99.43,BBVA Certificate (XETRA),317007,99.43,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.43,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.43,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.42,BBVA Sponsored ADR (XETRA) 1:1,290656,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA iBoxx Euro Sovrgn 3-5 Short ETF,165186,99.42
BBVA Consumo 2 Fondo de Titulizacion de Activo,8070,bbva consumo 2 fondo de titulizacion de activo,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA - BMV Mexico Enlace RT Trac,173011,99.44,BBVA Dow Jones STOXX Euro 50,162421,99.43,BBVA - BMV Mexico CSO Frecuente RT Trac,171650,99.43,BBVA Certificate (Frankfurt),165185,99.42,BBVA Certificate (XETRA),317007,99.42,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.42,BBVA Capital Privado F C R,162420,99.42,BBVA Sponsored ADR (Frankfurt) 1:1,255180,99.41,BBVA Sponsored ADR (XETRA) 1:1,290656,99.41,BBVA Accion IBEX 35 ETF,162419,99.41
BBVA FINANZIA AUTOS 1 Fondo de Titulizacion de,8073,bbva finanzia autos 1 fondo de titulizacion de,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA Privanza Sponsored ADR 1:1 REP Preferred Series E,193338,99.46,BBVA Banco Frances (XETRA) Sponsored ADR 1:3,317006,99.45,BBVA Privanza International Preferred C Gibraltar ADR 1:1,142682,99.45,BBVA Capital Privado F C R,162420,99.44,Grupo Financiero BBVA Bancomer SA de Convertible,173488,99.44,Grupo Financiero BBVA Bancomer SA de Convertible,173489,99.44,BBVA Privanza International Preferred B ADR 1:1,193337,99.43,BBVA Privanza International Preferred A Gibraltar 1 ADR = 1 Share,193336,99.43,BBVA Capital Funding,15129,99.42,BBVA Capital Funding (XETRA),304736,99.42
BBVA Global Finance Ltd,14716,bbva global,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA Banco BHIF,5539,99.6,BBVA Bancomer,24637,99.58,BBVA (Swiss Stock Exchange),177576,99.53,BBVA (Buenos Aires),215015,99.53,BBVA (Tokyo),221220,99.53,BBVA (London),227234,99.53,BBVA (London),231666,99.53,BBVA (Non-NASDAQ OTC),244070,99.53,BBVA (Frankfurt),268341,99.53,BBVA (XETRA),268343,99.53
BBVA Global Markets B.V.,16299,bbva global markets b.v.,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA Solidez BP XVI,15130,99.51,BBVA Banco Frances 'B' (Non-NASDAQ OTC),234601,99.5,BBVA Banco Frances 'B' (Stuttgart),268345,99.5,BBVA Bancomer,24637,99.49,BBVA Bancomer Mextrac,171651,99.49,BBVA (Frankfurt) Bonus Rights,277023,99.49,BBVA (Frankfurt) Bonus Rights,277024,99.49,BBVA (Frankfurt) Bonus Rights,277025,99.49,BBVA (Frankfurt) Bonus Rights,277026,99.49,BBVA (Frankfurt) Bonus Rights,277027,99.49
BBVA International Limited,14720,bbva,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA (Swiss Stock Exchange),177576,100.0,BBVA (Buenos Aires),215015,100.0,BBVA (Tokyo),221220,100.0,BBVA (London),227234,100.0,BBVA (London),231666,100.0,BBVA (Non-NASDAQ OTC),244070,100.0,BBVA (Frankfurt),268341,100.0,BBVA (XETRA),268343,100.0,BBVA (Milan),284659,100.0,BBVA (AMS),293523,100.0
BBVA International Preferred S.A. Unipersonal,8050,bbva preferred unipersonal,bbva,BBVA (Tokyo),221220,BBVA (Non-NASDAQ OTC),244070.0,BBVA Preferred Capital,193335,99.75,BBVA Privanza International Preferred C Gibraltar ADR 1:1,142682,99.55,BBVA Privanza International Preferred B ADR 1:1,193337,99.54,BBVA Banco Frances,80425,99.53,BBVA Banco Frances (Madrid),268344,99.53,Banco BBVA Peru,106344,99.51,BBVA Privanza International Preferred A Gibraltar 1 ADR = 1 Share,193336,99.49,BBVA Capital Funding,15129,99.48,BBVA Banco Frances 'B' (Non-NASDAQ OTC),234601,99.48,BBVA Banco Frances 'B' (Stuttgart),268345,99.48
